Indnum	Household heating => 70F	Household heating < 70F	Use of heat pump	Use of air conditioner	shower - short	shower - long (> 3 min)	bath	wash-up	use of dishwasher	use of clothes washer	use of clothes dryer	use of cooking range	use of  oven	use of self-clean feature of electric oven	Small kitchen appliance in the home	TV/computer use	air travel - large plane	air travel - small  plane (<50 seats)	car trips- self only	car trips - driver and self	car trips - 2+ people with multiple end points	trips using public ground transportation	bags of garbage disposed	bags of recycling deposited (negative CF)	bags of compost deposited (negative CF)	hazardous or electric items disposed	large items disposed	QoLI
574	9.0	8.0	0.0	17.0	2.0	28.0	0.0	45.0	12.0	8.0	3.0	0.0	8.0	1.0	0.0	64.0	2816.0	0.0	391.0	40.0	0.0	14.0	26.0	0.0	0.0	0.0	2.0	6414.185185185185
575	7.0	1.0	-3.0	20.0	3.0	36.0	0.0	35.0	0.0	6.0	2.0	0.0	10.0	2.0	0.0	63.0	2606.0	0.0	371.0	18.0	30.0	14.0	27.0	0.0	0.0	2.0	0.0	5961.481481481482
576	6.0	5.0	0.0	14.0	7.0	27.0	0.0	53.0	0.0	6.0	2.0	0.0	8.0	4.0	0.0	61.0	2593.0	0.0	446.0	29.0	0.0	18.0	26.0	3.0	0.0	0.0	1.0	5164.333333333333
577	8.0	2.0	0.0	27.0	2.0	26.0	0.0	49.0	0.0	2.0	3.0	0.0	9.0	1.0	0.0	63.0	3725.0	0.0	446.0	38.0	0.0	19.0	23.0	0.0	0.0	0.0	2.0	8235.222222222223
578	8.0	6.0	0.0	22.0	4.0	15.0	0.0	51.0	0.0	5.0	3.0	0.0	9.0	3.0	0.0	59.0	2991.0	0.0	317.0	11.0	19.0	15.0	23.0	5.0	0.0	0.0	0.0	5790.407407407408
579	1.0	10.0	0.0	12.0	6.0	31.0	0.0	55.0	0.0	7.0	2.0	0.0	11.0	3.0	0.0	62.0	2044.0	0.0	359.0	19.0	22.0	14.0	19.0	0.0	0.0	0.0	2.0	4427.740740740741
580	8.0	9.0	0.0	23.0	4.0	22.0	0.0	44.0	0.0	4.0	4.0	10.0	12.0	2.0	0.0	61.0	2734.0	0.0	385.0	14.0	0.0	13.0	28.0	0.0	0.0	0.0	1.0	5768.62962962963
581	8.0	5.0	0.0	20.0	5.0	31.0	0.0	50.0	0.0	3.0	2.0	0.0	9.0	4.0	0.0	59.0	3286.0	0.0	374.0	15.0	30.0	14.0	18.0	0.0	0.0	0.0	0.0	6159.074074074074
582	4.0	7.0	0.0	14.0	8.0	38.0	0.0	47.0	0.0	8.0	4.0	13.0	9.0	3.0	0.0	61.0	2467.0	409.0	397.0	12.0	25.0	13.0	20.0	0.0	8.0	0.0	0.0	5875.259259259259
583	6.0	9.0	0.0	16.0	7.0	22.0	0.0	35.0	0.0	4.0	3.0	0.0	9.0	1.0	0.0	63.0	2609.0	0.0	435.0	27.0	29.0	14.0	27.0	0.0	0.0	0.0	2.0	5650.185185185185
584	5.0	6.0	0.0	31.0	2.0	25.0	0.0	46.0	0.0	3.0	4.0	0.0	9.0	2.0	0.0	58.0	3504.0	0.0	280.0	28.0	18.0	17.0	26.0	0.0	0.0	0.0	1.0	6388.962962962963
585	7.0	2.0	0.0	32.0	2.0	34.0	0.0	52.0	0.0	7.0	1.0	0.0	11.0	3.0	0.0	62.0	2221.0	0.0	307.0	24.0	10.0	15.0	18.0	0.0	0.0	0.0	0.0	4446.185185185185
586	9.0	9.0	0.0	32.0	8.0	38.0	0.0	54.0	0.0	5.0	4.0	0.0	10.0	4.0	0.0	60.0	2154.0	0.0	263.0	36.0	0.0	16.0	26.0	0.0	0.0	0.0	0.0	5085.333333333333
587	9.0	5.0	0.0	25.0	8.0	25.0	0.0	38.0	0.0	4.0	3.0	0.0	11.0	3.0	50.0	63.0	3302.0	0.0	352.0	16.0	26.0	16.0	27.0	0.0	0.0	0.0	0.0	7234.111111111111
588	5.0	6.0	0.0	22.0	5.0	28.0	0.0	32.0	0.0	4.0	3.0	0.0	8.0	2.0	0.0	61.0	3555.0	0.0	430.0	24.0	0.0	13.0	28.0	0.0	3.0	3.0	1.0	7221.37037037037
589	8.0	8.0	0.0	21.0	3.0	21.0	0.0	44.0	0.0	7.0	3.0	0.0	12.0	2.0	0.0	63.0	3517.0	0.0	272.0	16.0	11.0	19.0	26.0	0.0	0.0	0.0	1.0	7243.962962962963
590	7.0	7.0	0.0	29.0	6.0	33.0	0.0	46.0	0.0	8.0	4.0	0.0	12.0	2.0	0.0	58.0	3015.0	0.0	342.0	33.0	10.0	16.0	26.0	0.0	0.0	0.0	1.0	5807.851851851852
591	9.0	9.0	0.0	16.0	5.0	33.0	0.0	45.0	0.0	4.0	3.0	0.0	10.0	1.0	0.0	64.0	2726.0	0.0	389.0	20.0	0.0	14.0	27.0	0.0	0.0	0.0	0.0	5954.148148148148
592	7.0	3.0	0.0	18.0	8.0	36.0	0.0	38.0	0.0	5.0	3.0	0.0	12.0	3.0	0.0	62.0	3331.0	0.0	377.0	10.0	13.0	17.0	22.0	0.0	0.0	0.0	0.0	7528.592592592592
593	6.0	7.0	0.0	13.0	3.0	12.0	0.0	41.0	0.0	7.0	2.0	0.0	9.0	1.0	0.0	61.0	3160.0	0.0	420.0	23.0	23.0	14.0	27.0	0.0	0.0	0.0	1.0	7082.111111111111
594	1.0	6.0	0.0	17.0	7.0	34.0	0.0	43.0	14.0	7.0	2.0	0.0	12.0	3.0	0.0	58.0	2707.0	0.0	274.0	30.0	0.0	15.0	22.0	0.0	0.0	0.0	0.0	5174.7037037037035
595	2.0	2.0	0.0	16.0	4.0	32.0	0.0	37.0	0.0	4.0	3.0	0.0	11.0	2.0	0.0	64.0	3852.0	0.0	395.0	19.0	16.0	14.0	27.0	0.0	6.0	0.0	0.0	8549.814814814816
596	7.0	4.0	0.0	24.0	6.0	23.0	0.0	34.0	0.0	3.0	3.0	0.0	12.0	3.0	0.0	59.0	3653.0	0.0	329.0	15.0	24.0	19.0	21.0	0.0	0.0	0.0	0.0	6564.2962962962965
597	4.0	10.0	-2.0	30.0	8.0	26.0	0.0	46.0	0.0	2.0	4.0	0.0	9.0	3.0	0.0	63.0	3189.0	0.0	379.0	35.0	0.0	12.0	24.0	0.0	8.0	0.0	0.0	6936.555555555556
598	5.0	6.0	0.0	31.0	3.0	17.0	0.0	43.0	0.0	3.0	3.0	0.0	9.0	3.0	0.0	58.0	3167.0	0.0	303.0	20.0	24.0	15.0	25.0	0.0	0.0	0.0	0.0	6951.740740740741
599	3.0	9.0	0.0	12.0	8.0	25.0	0.0	50.0	0.0	3.0	2.0	0.0	10.0	1.0	55.0	59.0	3965.0	0.0	455.0	23.0	0.0	17.0	20.0	0.0	7.0	0.0	0.0	7845.7037037037035
600	8.0	1.0	0.0	25.0	7.0	32.0	0.0	35.0	0.0	5.0	3.0	0.0	9.0	2.0	0.0	63.0	2645.0	0.0	330.0	20.0	0.0	16.0	22.0	0.0	0.0	0.0	2.0	5105.888888888889
601	10.0	8.0	0.0	13.0	4.0	28.0	0.0	43.0	0.0	3.0	2.0	0.0	12.0	3.0	55.0	59.0	3957.0	0.0	462.0	28.0	0.0	18.0	24.0	0.0	0.0	1.0	2.0	8660.962962962964
602	1.0	1.0	0.0	24.0	5.0	19.0	0.0	32.0	18.0	4.0	2.0	0.0	12.0	1.0	59.0	59.0	2620.0	0.0	343.0	33.0	0.0	16.0	23.0	0.0	0.0	0.0	1.0	5467.2962962962965
603	9.0	5.0	0.0	17.0	2.0	14.0	0.0	38.0	15.0	5.0	3.0	0.0	9.0	4.0	0.0	60.0	3988.0	0.0	308.0	33.0	0.0	12.0	26.0	0.0	0.0	0.0	2.0	7566.814814814815
604	6.0	1.0	0.0	27.0	8.0	25.0	0.0	40.0	0.0	5.0	4.0	0.0	8.0	3.0	0.0	58.0	2008.0	0.0	363.0	40.0	0.0	12.0	27.0	0.0	0.0	0.0	0.0	4458.814814814815
605	2.0	10.0	0.0	16.0	2.0	40.0	0.0	40.0	0.0	6.0	3.0	0.0	12.0	1.0	0.0	64.0	3009.0	0.0	310.0	26.0	24.0	19.0	25.0	0.0	0.0	0.0	0.0	6463.37037037037
606	10.0	4.0	0.0	28.0	6.0	34.0	0.0	32.0	0.0	6.0	3.0	0.0	10.0	4.0	0.0	60.0	3387.0	655.0	354.0	11.0	27.0	13.0	21.0	0.0	5.0	0.0	2.0	7828.444444444444
607	9.0	3.0	0.0	24.0	5.0	11.0	0.0	41.0	0.0	6.0	4.0	0.0	9.0	4.0	0.0	64.0	3756.0	0.0	305.0	39.0	13.0	15.0	27.0	0.0	0.0	0.0	1.0	7309.37037037037
608	1.0	9.0	0.0	17.0	2.0	21.0	0.0	32.0	0.0	8.0	4.0	0.0	9.0	4.0	0.0	58.0	3236.0	0.0	274.0	23.0	0.0	17.0	27.0	0.0	0.0	0.0	1.0	5963.222222222223
609	9.0	10.0	-5.0	21.0	4.0	13.0	0.0	43.0	0.0	4.0	1.0	0.0	11.0	4.0	0.0	64.0	3748.0	0.0	410.0	30.0	0.0	13.0	25.0	0.0	0.0	0.0	0.0	8057.962962962963
610	4.0	7.0	0.0	18.0	7.0	34.0	0.0	37.0	0.0	2.0	3.0	0.0	9.0	2.0	0.0	61.0	2085.0	0.0	339.0	30.0	26.0	12.0	24.0	0.0	0.0	0.0	0.0	4493.62962962963
611	8.0	8.0	0.0	31.0	3.0	19.0	0.0	51.0	0.0	8.0	2.0	0.0	10.0	2.0	0.0	64.0	3594.0	0.0	295.0	20.0	22.0	19.0	28.0	0.0	0.0	0.0	2.0	7229.37037037037
612	4.0	3.0	0.0	23.0	6.0	39.0	0.0	50.0	0.0	5.0	1.0	0.0	12.0	4.0	62.0	61.0	2445.0	0.0	268.0	35.0	17.0	16.0	17.0	0.0	0.0	0.0	1.0	5234.148148148148
613	7.0	8.0	0.0	29.0	5.0	11.0	0.0	47.0	0.0	4.0	4.0	0.0	10.0	4.0	0.0	59.0	3619.0	0.0	327.0	33.0	28.0	15.0	18.0	0.0	0.0	0.0	1.0	7521.37037037037
614	5.0	3.0	0.0	28.0	5.0	15.0	0.0	38.0	0.0	3.0	1.0	0.0	9.0	3.0	59.0	62.0	2028.0	0.0	340.0	17.0	0.0	14.0	21.0	0.0	0.0	0.0	0.0	4178.592592592592
615	6.0	3.0	0.0	21.0	7.0	37.0	0.0	50.0	0.0	3.0	4.0	0.0	9.0	1.0	0.0	59.0	2319.0	0.0	341.0	34.0	13.0	15.0	17.0	0.0	0.0	0.0	2.0	4764.851851851852
616	2.0	4.0	0.0	14.0	4.0	19.0	0.0	43.0	0.0	2.0	4.0	0.0	8.0	2.0	0.0	63.0	2413.0	0.0	357.0	19.0	0.0	13.0	25.0	0.0	0.0	0.0	0.0	4645.037037037037
617	9.0	6.0	-2.0	13.0	8.0	14.0	0.0	45.0	0.0	8.0	4.0	0.0	10.0	1.0	0.0	58.0	3036.0	0.0	404.0	31.0	21.0	13.0	25.0	0.0	0.0	0.0	2.0	5826.111111111111
618	9.0	1.0	-2.0	21.0	4.0	14.0	0.0	35.0	0.0	7.0	1.0	0.0	8.0	2.0	0.0	58.0	2091.0	0.0	361.0	13.0	0.0	19.0	26.0	0.0	0.0	0.0	0.0	4545.851851851852
619	8.0	6.0	0.0	24.0	5.0	31.0	0.0	34.0	0.0	6.0	1.0	0.0	12.0	2.0	0.0	63.0	2450.0	0.0	297.0	34.0	0.0	14.0	24.0	0.0	0.0	0.0	1.0	5661.592592592592
620	4.0	6.0	0.0	14.0	8.0	18.0	0.0	52.0	0.0	8.0	1.0	0.0	8.0	1.0	53.0	61.0	3360.0	0.0	399.0	40.0	0.0	14.0	18.0	0.0	6.0	0.0	2.0	7332.851851851852
621	7.0	8.0	0.0	30.0	4.0	24.0	0.0	43.0	0.0	3.0	4.0	0.0	10.0	4.0	56.0	64.0	2557.0	0.0	322.0	25.0	27.0	17.0	22.0	0.0	3.0	0.0	0.0	5508.148148148148
622	1.0	6.0	0.0	27.0	7.0	20.0	0.0	36.0	0.0	2.0	4.0	0.0	8.0	1.0	0.0	59.0	2751.0	0.0	360.0	31.0	0.0	13.0	26.0	0.0	4.0	0.0	2.0	5655.666666666667
623	5.0	3.0	0.0	13.0	7.0	26.0	0.0	54.0	0.0	3.0	3.0	0.0	11.0	4.0	0.0	58.0	2948.0	0.0	430.0	31.0	0.0	15.0	21.0	0.0	0.0	0.0	0.0	6738.407407407408
624	1.0	3.0	0.0	20.0	5.0	15.0	6.0	51.0	0.0	2.0	2.0	0.0	11.0	4.0	0.0	58.0	2720.0	0.0	330.0	27.0	0.0	13.0	22.0	0.0	0.0	3.0	1.0	5919.111111111111
625	3.0	2.0	0.0	17.0	6.0	14.0	0.0	32.0	0.0	3.0	1.0	0.0	8.0	4.0	0.0	62.0	2094.0	0.0	317.0	29.0	0.0	16.0	28.0	0.0	0.0	0.0	0.0	4293.740740740741
626	7.0	3.0	0.0	12.0	3.0	23.0	6.0	41.0	14.0	4.0	2.0	0.0	10.0	2.0	0.0	62.0	2942.0	0.0	430.0	39.0	20.0	12.0	25.0	0.0	0.0	0.0	1.0	6565.481481481482
627	1.0	7.0	0.0	23.0	3.0	30.0	0.0	47.0	0.0	6.0	4.0	0.0	10.0	1.0	0.0	61.0	2507.0	0.0	328.0	25.0	19.0	16.0	21.0	0.0	0.0	0.0	1.0	5689.37037037037
628	2.0	1.0	0.0	17.0	8.0	31.0	0.0	41.0	0.0	8.0	1.0	0.0	12.0	2.0	0.0	58.0	3742.0	0.0	361.0	12.0	0.0	14.0	18.0	0.0	0.0	0.0	1.0	6731.037037037037
629	10.0	8.0	0.0	23.0	7.0	28.0	0.0	51.0	0.0	7.0	3.0	0.0	8.0	3.0	0.0	61.0	3032.0	0.0	298.0	36.0	0.0	17.0	20.0	0.0	0.0	0.0	2.0	5915.407407407408
630	7.0	10.0	0.0	19.0	7.0	13.0	0.0	34.0	0.0	5.0	2.0	0.0	11.0	1.0	0.0	63.0	2296.0	0.0	322.0	20.0	29.0	13.0	26.0	0.0	0.0	0.0	1.0	5294.0
631	6.0	9.0	0.0	21.0	2.0	22.0	0.0	51.0	0.0	5.0	2.0	0.0	12.0	3.0	0.0	59.0	3502.0	0.0	388.0	21.0	27.0	14.0	22.0	0.0	4.0	0.0	1.0	6801.666666666667
632	5.0	1.0	0.0	20.0	3.0	25.0	0.0	32.0	0.0	3.0	4.0	0.0	9.0	4.0	0.0	61.0	2638.0	0.0	326.0	39.0	0.0	19.0	26.0	0.0	0.0	0.0	1.0	5204.7037037037035
633	8.0	5.0	0.0	28.0	4.0	28.0	0.0	54.0	16.0	8.0	4.0	0.0	9.0	2.0	0.0	59.0	3426.0	0.0	313.0	16.0	28.0	18.0	26.0	0.0	0.0	0.0	2.0	6568.407407407408
634	6.0	4.0	0.0	25.0	4.0	12.0	0.0	52.0	0.0	4.0	3.0	0.0	10.0	3.0	0.0	63.0	3171.0	0.0	342.0	34.0	14.0	12.0	28.0	0.0	0.0	0.0	0.0	6943.814814814815
635	7.0	9.0	0.0	31.0	7.0	34.0	0.0	50.0	0.0	4.0	3.0	0.0	11.0	1.0	0.0	64.0	2096.0	0.0	280.0	26.0	25.0	17.0	19.0	0.0	0.0	0.0	1.0	4104.333333333333
636	3.0	9.0	0.0	27.0	3.0	19.0	0.0	50.0	16.0	8.0	2.0	0.0	8.0	1.0	0.0	58.0	3114.0	0.0	417.0	33.0	0.0	12.0	20.0	0.0	0.0	0.0	2.0	6545.962962962963
637	8.0	4.0	0.0	30.0	4.0	13.0	0.0	40.0	0.0	7.0	1.0	9.0	12.0	1.0	0.0	60.0	3293.0	0.0	457.0	24.0	22.0	12.0	21.0	0.0	0.0	0.0	2.0	6950.111111111111
638	4.0	9.0	-3.0	23.0	5.0	27.0	0.0	48.0	0.0	2.0	4.0	0.0	12.0	3.0	0.0	64.0	3912.0	676.0	364.0	32.0	0.0	13.0	17.0	0.0	0.0	0.0	2.0	8913.333333333334
639	10.0	7.0	0.0	24.0	4.0	35.0	0.0	51.0	0.0	7.0	4.0	0.0	12.0	4.0	0.0	62.0	2783.0	0.0	368.0	14.0	0.0	19.0	25.0	0.0	0.0	0.0	1.0	5422.222222222223
640	8.0	8.0	0.0	31.0	4.0	30.0	0.0	52.0	0.0	2.0	2.0	0.0	9.0	2.0	0.0	58.0	2327.0	0.0	277.0	18.0	18.0	16.0	28.0	0.0	0.0	0.0	2.0	5319.962962962963
641	6.0	5.0	0.0	32.0	6.0	32.0	0.0	44.0	0.0	2.0	4.0	17.0	12.0	1.0	0.0	60.0	2039.0	0.0	297.0	36.0	0.0	19.0	28.0	0.0	0.0	0.0	2.0	4606.851851851852
642	7.0	2.0	0.0	16.0	6.0	19.0	0.0	38.0	0.0	2.0	1.0	0.0	9.0	1.0	0.0	63.0	3165.0	0.0	266.0	26.0	0.0	18.0	18.0	0.0	0.0	0.0	0.0	6021.555555555556
643	9.0	7.0	-4.0	12.0	6.0	31.0	0.0	32.0	0.0	8.0	2.0	0.0	10.0	3.0	0.0	60.0	2506.0	0.0	290.0	40.0	24.0	13.0	18.0	0.0	0.0	0.0	1.0	4893.37037037037
644	9.0	8.0	0.0	27.0	4.0	35.0	0.0	47.0	0.0	5.0	2.0	0.0	10.0	1.0	0.0	58.0	2723.0	0.0	442.0	40.0	0.0	13.0	17.0	0.0	0.0	0.0	1.0	6151.851851851852
645	4.0	6.0	0.0	16.0	5.0	31.0	0.0	38.0	0.0	7.0	4.0	0.0	12.0	2.0	0.0	60.0	3415.0	0.0	351.0	27.0	19.0	18.0	28.0	7.0	0.0	0.0	2.0	6521.518518518518
646	4.0	2.0	0.0	16.0	2.0	25.0	0.0	34.0	0.0	8.0	3.0	0.0	11.0	1.0	0.0	62.0	2835.0	0.0	313.0	34.0	0.0	15.0	23.0	0.0	0.0	0.0	1.0	5534.407407407408
647	1.0	7.0	0.0	23.0	7.0	28.0	0.0	52.0	0.0	3.0	1.0	0.0	8.0	4.0	0.0	60.0	2290.0	0.0	275.0	25.0	0.0	16.0	17.0	0.0	8.0	0.0	2.0	4764.888888888889
648	7.0	5.0	0.0	29.0	2.0	27.0	0.0	37.0	0.0	8.0	2.0	0.0	12.0	4.0	0.0	60.0	3091.0	0.0	354.0	22.0	0.0	17.0	25.0	0.0	0.0	0.0	0.0	5867.333333333333
649	4.0	4.0	0.0	21.0	2.0	19.0	0.0	48.0	0.0	6.0	4.0	0.0	10.0	4.0	0.0	63.0	3672.0	0.0	274.0	22.0	18.0	14.0	28.0	0.0	3.0	0.0	2.0	7076.592592592592
650	6.0	9.0	0.0	32.0	6.0	38.0	0.0	37.0	0.0	2.0	4.0	0.0	10.0	2.0	0.0	59.0	2417.0	0.0	415.0	30.0	0.0	16.0	24.0	0.0	7.0	0.0	2.0	5286.814814814815
651	10.0	10.0	0.0	15.0	2.0	30.0	0.0	36.0	0.0	8.0	1.0	0.0	11.0	1.0	0.0	58.0	2997.0	0.0	429.0	36.0	0.0	18.0	23.0	0.0	0.0	0.0	2.0	6816.962962962963
652	10.0	4.0	0.0	20.0	6.0	23.0	0.0	47.0	0.0	5.0	3.0	0.0	8.0	3.0	55.0	61.0	2638.0	0.0	427.0	33.0	26.0	14.0	24.0	0.0	0.0	0.0	1.0	6342.777777777777
653	8.0	10.0	-1.0	16.0	6.0	36.0	0.0	40.0	0.0	6.0	4.0	0.0	8.0	2.0	0.0	61.0	3521.0	0.0	422.0	14.0	0.0	12.0	17.0	0.0	0.0	0.0	0.0	7067.555555555556
654	3.0	6.0	0.0	14.0	2.0	17.0	0.0	40.0	0.0	6.0	1.0	0.0	11.0	3.0	0.0	58.0	3938.0	0.0	464.0	31.0	0.0	18.0	26.0	0.0	0.0	0.0	1.0	8022.407407407408
655	2.0	3.0	0.0	28.0	5.0	13.0	0.0	42.0	0.0	8.0	1.0	0.0	10.0	1.0	0.0	64.0	3076.0	0.0	302.0	36.0	0.0	15.0	21.0	0.0	0.0	0.0	0.0	5643.7037037037035
656	8.0	7.0	0.0	14.0	2.0	26.0	0.0	38.0	0.0	4.0	3.0	0.0	9.0	3.0	0.0	58.0	2480.0	0.0	451.0	40.0	30.0	14.0	25.0	0.0	0.0	0.0	0.0	5157.62962962963
657	9.0	9.0	0.0	19.0	4.0	18.0	0.0	42.0	0.0	3.0	2.0	0.0	8.0	4.0	0.0	62.0	2104.0	0.0	444.0	18.0	0.0	14.0	17.0	0.0	0.0	0.0	0.0	4558.740740740741
658	2.0	8.0	0.0	18.0	8.0	15.0	4.0	49.0	0.0	8.0	1.0	0.0	9.0	1.0	0.0	58.0	2614.0	0.0	457.0	33.0	0.0	14.0	20.0	0.0	0.0	0.0	2.0	5937.111111111111
659	6.0	9.0	-3.0	14.0	7.0	24.0	0.0	52.0	0.0	7.0	4.0	15.0	8.0	2.0	0.0	64.0	2459.0	0.0	296.0	26.0	0.0	14.0	17.0	0.0	0.0	0.0	2.0	5088.148148148148
660	8.0	6.0	0.0	13.0	8.0	24.0	0.0	36.0	0.0	3.0	3.0	0.0	12.0	1.0	0.0	61.0	3519.0	0.0	274.0	11.0	0.0	14.0	27.0	0.0	0.0	0.0	2.0	6963.148148148148
661	9.0	10.0	0.0	24.0	7.0	18.0	0.0	50.0	0.0	3.0	3.0	0.0	11.0	4.0	0.0	61.0	3656.0	0.0	357.0	33.0	0.0	19.0	26.0	0.0	8.0	0.0	0.0	7640.518518518518
662	10.0	3.0	0.0	19.0	2.0	31.0	0.0	39.0	0.0	2.0	2.0	0.0	9.0	1.0	0.0	60.0	2607.0	0.0	455.0	40.0	24.0	12.0	27.0	0.0	8.0	0.0	0.0	5808.62962962963
663	8.0	4.0	0.0	23.0	5.0	25.0	0.0	40.0	0.0	2.0	3.0	0.0	12.0	4.0	0.0	59.0	3310.0	0.0	259.0	22.0	0.0	15.0	18.0	0.0	0.0	0.0	1.0	6332.111111111111
664	4.0	10.0	0.0	28.0	6.0	12.0	0.0	45.0	0.0	8.0	2.0	0.0	9.0	1.0	0.0	64.0	3233.0	0.0	376.0	21.0	0.0	14.0	21.0	0.0	0.0	0.0	0.0	6232.851851851852
665	10.0	4.0	0.0	16.0	6.0	20.0	0.0	55.0	0.0	3.0	3.0	0.0	10.0	1.0	0.0	59.0	3508.0	0.0	273.0	38.0	0.0	17.0	20.0	0.0	0.0	0.0	2.0	7562.814814814815
666	9.0	4.0	0.0	23.0	3.0	34.0	0.0	32.0	0.0	5.0	3.0	0.0	10.0	1.0	0.0	61.0	2114.0	0.0	450.0	12.0	21.0	14.0	18.0	0.0	0.0	0.0	0.0	4681.962962962963
667	9.0	10.0	0.0	14.0	4.0	30.0	0.0	54.0	0.0	6.0	4.0	0.0	8.0	4.0	0.0	62.0	2816.0	0.0	319.0	37.0	0.0	19.0	20.0	0.0	0.0	0.0	2.0	5989.111111111111
668	8.0	8.0	0.0	16.0	8.0	16.0	0.0	38.0	0.0	3.0	1.0	0.0	11.0	3.0	0.0	62.0	2063.0	0.0	325.0	29.0	0.0	16.0	22.0	0.0	0.0	0.0	1.0	4076.3333333333335
669	10.0	3.0	0.0	30.0	7.0	19.0	0.0	50.0	0.0	4.0	3.0	0.0	11.0	2.0	0.0	62.0	3030.0	0.0	384.0	32.0	0.0	17.0	24.0	0.0	0.0	0.0	1.0	6270.2962962962965
670	1.0	6.0	-2.0	30.0	2.0	33.0	0.0	52.0	0.0	5.0	1.0	0.0	8.0	1.0	0.0	61.0	2542.0	0.0	335.0	33.0	0.0	18.0	21.0	0.0	6.0	0.0	0.0	5763.851851851852
671	2.0	2.0	0.0	13.0	8.0	37.0	0.0	47.0	0.0	3.0	1.0	0.0	8.0	1.0	0.0	62.0	2877.0	0.0	368.0	25.0	0.0	13.0	26.0	0.0	0.0	0.0	1.0	6228.851851851852
672	3.0	5.0	0.0	25.0	2.0	24.0	0.0	37.0	0.0	7.0	2.0	0.0	10.0	1.0	0.0	64.0	3029.0	0.0	321.0	40.0	0.0	13.0	19.0	0.0	8.0	0.0	1.0	6728.740740740741
673	7.0	3.0	0.0	29.0	8.0	32.0	0.0	47.0	0.0	5.0	3.0	0.0	12.0	1.0	0.0	61.0	3452.0	0.0	393.0	33.0	0.0	17.0	26.0	0.0	0.0	0.0	1.0	7329.555555555556
674	2.0	10.0	0.0	29.0	2.0	32.0	0.0	35.0	20.0	7.0	1.0	0.0	8.0	1.0	0.0	64.0	3260.0	0.0	287.0	39.0	0.0	14.0	18.0	0.0	0.0	0.0	2.0	6295.481481481482
675	2.0	5.0	0.0	28.0	8.0	23.0	0.0	36.0	0.0	4.0	1.0	0.0	8.0	1.0	0.0	64.0	3768.0	0.0	337.0	38.0	14.0	15.0	20.0	0.0	0.0	0.0	2.0	6937.37037037037
676	6.0	8.0	0.0	32.0	5.0	36.0	0.0	49.0	10.0	5.0	4.0	0.0	12.0	3.0	0.0	58.0	3803.0	0.0	265.0	22.0	21.0	13.0	20.0	0.0	0.0	0.0	1.0	7977.925925925926
677	4.0	6.0	0.0	27.0	2.0	28.0	0.0	39.0	0.0	2.0	3.0	0.0	11.0	3.0	0.0	61.0	2803.0	671.0	439.0	26.0	0.0	12.0	28.0	0.0	0.0	0.0	1.0	7306.222222222223
678	5.0	8.0	0.0	32.0	6.0	10.0	5.0	47.0	0.0	8.0	1.0	0.0	9.0	2.0	0.0	58.0	3719.0	0.0	387.0	11.0	20.0	19.0	21.0	0.0	0.0	0.0	2.0	7897.444444444444
679	3.0	6.0	-3.0	28.0	5.0	34.0	0.0	47.0	0.0	5.0	1.0	0.0	10.0	2.0	0.0	60.0	3852.0	0.0	310.0	20.0	14.0	15.0	27.0	0.0	0.0	0.0	0.0	7668.925925925926
680	6.0	10.0	0.0	19.0	5.0	29.0	0.0	51.0	0.0	6.0	3.0	0.0	9.0	1.0	0.0	59.0	3092.0	0.0	259.0	18.0	21.0	15.0	23.0	0.0	0.0	0.0	1.0	6331.555555555556
681	4.0	6.0	0.0	30.0	8.0	38.0	0.0	51.0	0.0	4.0	4.0	0.0	9.0	3.0	0.0	58.0	3456.0	0.0	423.0	10.0	16.0	18.0	21.0	0.0	0.0	0.0	1.0	7381.148148148148
682	10.0	2.0	0.0	12.0	5.0	40.0	0.0	48.0	0.0	4.0	4.0	0.0	12.0	3.0	0.0	62.0	3055.0	0.0	320.0	12.0	21.0	12.0	21.0	0.0	0.0	0.0	0.0	6628.62962962963
683	1.0	10.0	0.0	32.0	8.0	29.0	0.0	37.0	0.0	7.0	4.0	0.0	11.0	1.0	0.0	58.0	3698.0	0.0	302.0	35.0	29.0	12.0	27.0	0.0	0.0	0.0	2.0	7974.333333333333
684	9.0	3.0	0.0	18.0	8.0	37.0	0.0	50.0	0.0	7.0	1.0	0.0	11.0	2.0	0.0	60.0	2402.0	0.0	277.0	29.0	13.0	16.0	20.0	0.0	0.0	0.0	1.0	4834.740740740741
685	10.0	3.0	0.0	28.0	6.0	11.0	0.0	38.0	0.0	3.0	4.0	0.0	10.0	1.0	0.0	61.0	2407.0	0.0	261.0	12.0	0.0	15.0	26.0	4.0	0.0	0.0	2.0	5300.814814814815
686	9.0	2.0	0.0	30.0	8.0	16.0	0.0	41.0	0.0	6.0	4.0	0.0	11.0	1.0	0.0	62.0	3002.0	0.0	394.0	36.0	0.0	18.0	22.0	0.0	3.0	0.0	1.0	5940.185185185185
687	6.0	4.0	0.0	14.0	2.0	38.0	0.0	33.0	0.0	5.0	1.0	0.0	11.0	2.0	0.0	62.0	2143.0	0.0	260.0	12.0	26.0	14.0	27.0	0.0	0.0	0.0	0.0	4753.555555555556
688	6.0	8.0	-5.0	12.0	7.0	30.0	0.0	53.0	0.0	2.0	3.0	0.0	11.0	1.0	0.0	63.0	2077.0	0.0	341.0	27.0	25.0	12.0	18.0	0.0	0.0	0.0	0.0	4482.222222222223
